sentence,true_book,similarity_The Adventures of Alice in Wonderland,similarity_Anna Karenina,similarity_Wuthering Heights,similarity_Frankenstein,belongs_to_The Adventures of Alice in Wonderland,belongs_to_Anna Karenina,belongs_to_Wuthering Heights,belongs_to_Frankenstein,knn_best_book,knn_best_score,num_books_belongs_to,knn_confidence
Do you paint?,Anna Karenina,0.13398556896493807,0.5408856521067882,0.3251287789282737,0.0,0,1,0,0,Anna Karenina,0.5408856521067882,1.0,0.2157568731785145
"Alice watched the White Rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, for they haven t got much evidence _yet_, she said to herself.",The Adventures of Alice in Wonderland,0.4027459822621549,0.5310750979422868,0.06617891979555827,0.0,1,1,0,0,Anna Karenina,0.5310750979422868,2.0,0.1283291156801319
"I slaked my thirst at the brook, and then lying down, was overcome by sleep.",Frankenstein,0.0,0.0,0.3890015648021684,0.6109984351978316,0,0,0,1,Frankenstein,0.6109984351978316,1.0,0.22199687039566318
"she repeated, angrily.",Wuthering Heights,0.06446800238200226,0.46140558758217404,0.4741264100358237,0.0,0,1,1,0,Wuthering Heights,0.4741264100358237,2.0,0.012720822453649638
"His honor left word that if you cared to drive out, the carriage would be back immediately.",Anna Karenina,0.0,0.8682418420164141,0.13175815798358598,0.0,0,1,0,0,Anna Karenina,0.8682418420164141,1.0,0.7364836840328282
The crop of clover coming up in the stubble was magnificent.,Anna Karenina,0.0,0.8730380487585504,0.12696195124144963,0.0,0,1,0,0,Anna Karenina,0.8730380487585504,1.0,0.7460760975171008
"I mean, what makes them so shiny?",The Adventures of Alice in Wonderland,0.21683654234722524,0.6486823920246165,0.0710510513083607,0.06343001431979747,1,1,0,0,Anna Karenina,0.6486823920246165,2.0,0.43184584967739126
Anna turned to Dolly.,Anna Karenina,0.06594756090617145,0.798131102197523,0.13592133689630548,0.0,0,1,0,0,Anna Karenina,0.798131102197523,1.0,0.6622097653012176
And at the same time this is the simplest and most certain method.,Anna Karenina,0.0,0.866235245681741,0.133764754318259,0.0,0,1,0,0,Anna Karenina,0.866235245681741,1.0,0.7324704913634821
"If you will comply with my conditions, I will leave them and you at peace; but if you refuse, I will glut the maw of death, until it be satiated with the blood of your remaining friends.",Frankenstein,0.06546252386884345,0.06581166413135264,0.32547126155793793,0.543254550441866,0,0,0,1,Frankenstein,0.543254550441866,1.0,0.21778328888392806
The next time it was just the same.,Anna Karenina,0.06311298274897088,0.9368870172510291,0.0,0.0,0,1,0,0,Anna Karenina,0.9368870172510291,1.0,0.8737740345020582
"This proceeding aroused the whole hive: half-a-dozen four-footed fiends, of various sizes and ages, issued from hidden dens to the common centre.",Wuthering Heights,0.13418449600156582,0.6011919282270752,0.13296058873843897,0.13166298703291998,0,1,1,0,Anna Karenina,0.6011919282270752,2.0,0.46700743222550944
"She put the door gently to, slipped off her snowy shoes, untied her hat, and was proceeding, unconscious of my espionage, to lay aside her mantle, when I suddenly rose and revealed myself.",Wuthering Heights,0.0,0.1991223076924851,0.735081672140318,0.06579602016719684,0,0,1,0,Wuthering Heights,0.735081672140318,1.0,0.535959364447833
My confessions have not relieved me; but they may account for some otherwise unaccountable phases of humour which I show.,Wuthering Heights,0.0,0.199684980367847,0.20129637415194426,0.5990186454802088,0,0,1,1,Frankenstein,0.5990186454802088,2.0,0.39772227132826454
One was about forty: a period of mental vigour at which men seldom cherish the delusion of being married for love by girls: that dream is reserved for the solace of our declining years.,Wuthering Heights,0.0,0.39432910649339886,0.08791125477395352,0.5177596387326476,0,1,1,1,Frankenstein,0.5177596387326476,3.0,0.12343053223924877
"Just as with the maid she had felt not exactly ashamed, but embarrassed at her darns, so she felt with him not exactly ashamed, but embarrassed at herself.",Anna Karenina,0.0,0.9347180353637754,0.0652819646362246,0.0,0,1,0,0,Anna Karenina,0.9347180353637754,1.0,0.8694360707275508
"He had always liked the good-hearted rake, Turovtsin he was associated in his mind with memories of his courtship and at that moment, after the strain of intellectual conversation, the sight of Turovtsin s good-natured face was particularly welcome.",Anna Karenina,0.0,0.8676450061702458,0.06592551000143576,0.06642948382831844,0,1,0,0,Anna Karenina,0.8676450061702458,1.0,0.8012155223419273
"The cup of life was poisoned for ever, and although the sun shone upon me, as upon the happy and gay of heart, I saw around me nothing but a dense and frightful darkness, penetrated by no light but the glimmer of two eyes that glared upon me.",Frankenstein,0.0,0.0,0.13052122689125922,0.8694787731087408,0,0,0,1,Frankenstein,0.8694787731087408,1.0,0.7389575462174816
he was saying when I entered: you look as dismal as a drowned whelp.,Wuthering Heights,0.13467644844873905,0.46565613514879506,0.2681951671634341,0.13147224923903175,0,1,1,0,Anna Karenina,0.46565613514879506,2.0,0.19746096798536095
The Hatter shook his head mournfully.,The Adventures of Alice in Wonderland,0.1487738938784327,0.7867850200511336,0.0,0.06444108607043368,1,1,0,0,Anna Karenina,0.7867850200511336,2.0,0.6380111261727008
"But that s not a bee, it s a wasp, said Levin.",Anna Karenina,0.40019386951896874,0.33492613289487577,0.2648799975861555,0.0,1,1,1,0,The Adventures of Alice in Wonderland,0.40019386951896874,3.0,0.06526773662409296
"Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: Twenty-four hours, I _think_; or is it twelve?",The Adventures of Alice in Wonderland,0.8069063080777944,0.1286225251478411,0.06447116677436454,0.0,1,0,0,0,The Adventures of Alice in Wonderland,0.8069063080777944,1.0,0.6782837829299533
"When she got back to the Cheshire Cat, she was surprised to find quite a large crowd collected round it: there was a dispute going on between the executioner, the King, and the Queen, who were all talking at once, while all the rest were quite silent, and looked very uncomfortable.",The Adventures of Alice in Wonderland,0.21191415877187678,0.5921045425412448,0.1309560173421014,0.065025281344777,1,1,0,0,Anna Karenina,0.5921045425412448,2.0,0.380190383769368
"What are you doing there, Nelly?",Wuthering Heights,0.13179234029467995,0.5927558029729394,0.21044523152520817,0.06500662520717246,0,1,1,0,Anna Karenina,0.5927558029729394,2.0,0.38231057144773123
Forgive me for having for one moment distrusted you.,Frankenstein,0.0,0.6630971890747076,0.19290228283360225,0.14400052809169014,0,1,0,1,Anna Karenina,0.6630971890747076,2.0,0.4701949062411054
"It is childish; and, instead of melting into tears because I said that Heathcliff was now worthy of anyone s regard, and it would honour the first gentleman in the country to be his friend, he ought to have said it for me, and been delighted from sympathy.",Wuthering Heights,0.0,0.26667367263178576,0.6008436730536671,0.13248265431454703,0,0,1,0,Wuthering Heights,0.6008436730536671,1.0,0.3341700004218814
"But today I m going to the club, and I may come out a beggar.",Anna Karenina,0.0,0.4651510190408223,0.5348489809591778,0.0,0,1,1,0,Wuthering Heights,0.5348489809591778,2.0,0.06969796191835548
"I had meant to come to the mowing to look at you, but it was so unbearably hot that I got no further than the forest.",Anna Karenina,0.0,0.15032027588263663,0.39412938077430987,0.4555503433430535,0,1,1,1,Frankenstein,0.4555503433430535,3.0,0.06142096256874363
"Yes, if you don t love me.",Anna Karenina,0.06476220963947972,0.6722349169522244,0.13017475749701699,0.13282811591127885,0,1,0,0,Anna Karenina,0.6722349169522244,1.0,0.5394068010409455
"You have determined to live, and I am satisfied.",Frankenstein,0.0,0.8525165826505995,0.0,0.14748341734940051,0,1,0,1,Anna Karenina,0.8525165826505995,2.0,0.705033165301199
She crawls now.,Anna Karenina,0.06590770434222014,0.6039063874617377,0.33018590819604204,0.0,0,1,0,0,Anna Karenina,0.6039063874617377,1.0,0.2737204792656957
"When the train came into the station, Anna got out into the crowd of passengers, and moving apart from them as if they were lepers, she stood on the platform, trying to think what she had come here for, and what she meant to do.",Anna Karenina,0.19439488667203056,0.7399500959461421,0.06565501738182732,0.0,0,1,0,0,Anna Karenina,0.7399500959461421,1.0,0.5455552092741116
"This was more than Levin could stand; he took the bottle firmly out of his hands, and ran to the big glass doors.",Anna Karenina,0.0,0.8035724555036668,0.19642754449633312,0.0,0,1,0,0,Anna Karenina,0.8035724555036668,1.0,0.6071449110073337
"When Hareton was there, she generally paused in an interesting part, and left the book lying about: that she did repeatedly; but he was as obstinate as a mule, and, instead of snatching at her bait, in wet weather he took to smoking with Joseph; and they sat like automatons, one on each side of the fire, the elder happily too deaf to understand her wicked nonsense, as he would have called it, the younger doing his best to seem to disregard it.",Wuthering Heights,0.0,0.4581655597506853,0.5418344402493147,0.0,0,1,1,0,Wuthering Heights,0.5418344402493147,2.0,0.08366888049862942
"Her shining gray eyes, that looked dark from the thick lashes, rested with friendly attention on his face, as though she were recognizing him, and then promptly turned away to the passing crowd, as though seeking someone.",Anna Karenina,0.0,0.8698214718767231,0.13017852812327693,0.0,0,1,0,0,Anna Karenina,0.8698214718767231,1.0,0.7396429437534462
"In this mood of mind I betook myself to the mathematics and the branches of study appertaining to that science as being built upon secure foundations, and so worthy of my consideration.",Frankenstein,0.0,0.0652963758441895,0.0,0.9347036241558105,0,0,0,1,Frankenstein,0.9347036241558105,1.0,0.8694072483116211
"For heaven s sake be quick, and let me settle somewhere!",Wuthering Heights,0.1994402086334292,0.5340212052222864,0.19979493916595048,0.06674364697833396,0,1,1,0,Anna Karenina,0.5340212052222864,2.0,0.3342262660563359
I was more agile than they and could subsist upon coarser diet; I bore the extremes of heat and cold with less injury to my frame; my stature far exceeded theirs.,Frankenstein,0.0,0.0,0.32657057874447876,0.6734294212555213,0,0,0,1,Frankenstein,0.6734294212555213,1.0,0.34685884251104254
From this time a new spirit of life animated the decaying frame of the stranger.,Frankenstein,0.0,0.5204851791355183,0.06483435047587094,0.41468047038861083,0,1,0,1,Anna Karenina,0.5204851791355183,2.0,0.10580470874690745
"Curiosity, earnest research to learn the hidden laws of nature, gladness akin to rapture, as they were unfolded to me, are among the earliest sensations I can remember.",Frankenstein,0.0,0.0,0.0,1.0,0,0,0,1,Frankenstein,1.0,1.0,1.0
"It s not time yet; I think I m too early, he said glancing round the empty drawing-room.",Anna Karenina,0.0,0.41337994829191516,0.5866200517080848,0.0,0,1,1,0,Wuthering Heights,0.5866200517080848,2.0,0.1732401034161697
"Yes, yes; did I do my hair or not?",Anna Karenina,0.06482536644809779,0.7414787408554577,0.19369589269644447,0.0,0,1,0,0,Anna Karenina,0.7414787408554577,1.0,0.5477828481590132
"Not one in a hundred would weep at losing a relation they had just seen twice, for two afternoons.",Wuthering Heights,0.0,0.5855979574006079,0.3490733078354943,0.06532873476389778,0,1,1,0,Anna Karenina,0.5855979574006079,2.0,0.23652464956511365
"I cried, checking the exclamation risen to his lips at the sight which met him, and the bleak atmosphere of the chamber.",Wuthering Heights,0.0,0.0653439229128643,0.8049918337018027,0.129664243385333,0,0,1,0,Wuthering Heights,0.8049918337018027,1.0,0.6753275903164697
But why prove that to me?,Anna Karenina,0.0,0.8030230614123899,0.19697693858761012,0.0,0,1,0,0,Anna Karenina,0.8030230614123899,1.0,0.6060461228247798
But let us change the subject.,Frankenstein,0.0,0.7801998326092509,0.06425584937507751,0.15554431801567162,0,1,0,1,Anna Karenina,0.7801998326092509,2.0,0.6246555145935793
This confirmed Levin still more in his suspicions.,Anna Karenina,0.0,0.8689896709301477,0.0,0.13101032906985238,0,1,0,0,Anna Karenina,0.8689896709301477,1.0,0.7379793418602953
"I brought a glass full; and as she would not drink, I sprinkled it on her face.",Wuthering Heights,0.0,0.06525757724292218,0.8697017680456157,0.06504065471146211,0,0,1,0,Wuthering Heights,0.8697017680456157,1.0,0.8044441908026936
"And supposing you persevered in your obstinate fast, and died by that means, and they refused to bury you in the precincts of the kirk?",Wuthering Heights,0.0,0.5348017364067457,0.3972852097703403,0.06791305382291402,0,1,1,0,Anna Karenina,0.5348017364067457,2.0,0.13751652663640535
"retorted the angry boor, retreating, while his face burnt with mingled rage and mortification; for he was conscious of being insulted, and embarrassed how to resent it.",Wuthering Heights,0.0,0.591540426904158,0.3422708393199223,0.06618873377591974,0,1,1,0,Anna Karenina,0.591540426904158,2.0,0.24926958758423567
"Most unpleasant of all was the first minute when, on coming, happy and good-humored, from the theater, with a huge pear in his hand for his wife, he had not found his wife in the drawing-room, to his surprise had not found her in the study either, and saw her at last in her bedroom with the unlucky letter that revealed everything in her hand.",Anna Karenina,0.0,0.8049834257926061,0.19501657420739393,0.0,0,1,0,0,Anna Karenina,0.8049834257926061,1.0,0.6099668515852121
"Hareton was anxious to enter; but I bid him fetch Mr. Kenneth, and he should go in and see him.",Wuthering Heights,0.0,0.06471388522324484,0.9352861147767552,0.0,0,0,1,0,Wuthering Heights,0.9352861147767552,1.0,0.8705722295535103
And I was better to-day: and there his voice died in a whimper.,Wuthering Heights,0.06522798693370739,0.0,0.8695759531156843,0.06519605995060834,0,0,1,0,Wuthering Heights,0.8695759531156843,1.0,0.8043479661819769
"More women came on the scene from somewhere, young and handsome, middle-aged, old and ugly, with children and without children.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
I ve no doubt Veslovsky got in your way.,Anna Karenina,0.0,0.9312927424893995,0.06870725751060049,0.0,0,1,0,0,Anna Karenina,0.9312927424893995,1.0,0.862585484978799
"Induced by these feelings, I was of course led to admire peaceable lawgivers, Numa, Solon, and Lycurgus, in preference to Romulus and Theseus.",Frankenstein,0.0,0.0,0.06782085011620342,0.9321791498837966,0,0,0,1,Frankenstein,0.9321791498837966,1.0,0.8643582997675932
"The insulted visitor moved to the spot where he had laid his hat, pale and with a quivering lip.",Wuthering Heights,0.13133677551930875,0.7185351005000871,0.15012812398060416,0.0,0,1,1,0,Anna Karenina,0.7185351005000871,2.0,0.5684069765194829
"Alice did not wish to offend the Dormouse again, so she began very cautiously: But I don t understand.",The Adventures of Alice in Wonderland,0.34479306927490494,0.5234388402705922,0.1317680904545029,0.0,1,1,0,0,Anna Karenina,0.5234388402705922,2.0,0.17864577099568724
"For this purpose I will preserve my life; to execute this dear revenge will I again behold the sun and tread the green herbage of earth, which otherwise should vanish from my eyes for ever.",Frankenstein,0.0,0.0,0.06566168329491735,0.9343383167050826,0,0,0,1,Frankenstein,0.9343383167050826,1.0,0.8686766334101652
"He had eaten nothing for a whole day, he had not slept for two nights, had spent several hours undressed in the frozen air, and felt not simply fresher and stronger than ever, but felt utterly independent of his body; he moved without muscular effort, and felt as if he could do anything.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
Nothing in human shape could have destroyed the fair child.,Frankenstein,0.0,0.5307590147898977,0.13448073266814387,0.33476025254195835,0,1,0,1,Anna Karenina,0.5307590147898977,2.0,0.19599876224793938
"Everyone knew that he must inevitably die soon, that he was half dead already.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
I ve just seen him.,Wuthering Heights,0.0,0.7295174564799523,0.20755737892950685,0.0629251645905409,0,1,1,0,Anna Karenina,0.7295174564799523,2.0,0.5219600775504454
The magistrate observed me with a keen eye and of course drew an unfavourable augury from my manner.,Frankenstein,0.0,0.06421453978209128,0.5922871493402916,0.3434983108776172,0,0,1,1,Wuthering Heights,0.5922871493402916,2.0,0.2487888384626744
"And therefore, guided by precedents, I must inform you that in practice cases of divorce may all be reduced to the following there s no physical defect, I may assume, nor desertion?...",Anna Karenina,0.0,0.9370953774601429,0.0,0.06290462253985708,0,1,0,0,Anna Karenina,0.9370953774601429,1.0,0.8741907549202859
"I well knew that if any other had communicated such a relation to me, I should have looked upon it as the ravings of insanity.",Frankenstein,0.0,0.3269394849105759,0.19681804258275373,0.47624247250667034,0,1,0,1,Frankenstein,0.47624247250667034,2.0,0.14930298759609445
She lies with a sweet smile on her face; and her latest ideas wandered back to pleasant early days.,Wuthering Heights,0.0,0.8680894513170326,0.13191054868296737,0.0,0,1,1,0,Anna Karenina,0.8680894513170326,2.0,0.7361789026340653
How is this?,Frankenstein,0.06670329330011054,0.865106048264794,0.0681906584350955,0.0,0,1,0,1,Anna Karenina,0.865106048264794,2.0,0.7969153898296985
"I listened to detect a woman s voice in the house, and filled the interim with wild regrets and dismal anticipations, which, at last, spoke audibly in irrepressible sighing and weeping.",Wuthering Heights,0.0,0.06468169528964766,0.6745361955595743,0.260782109150778,0,0,1,0,Wuthering Heights,0.6745361955595743,1.0,0.41375408640879635
"I never saw a more interesting creature: his eyes have generally an expression of wildness, and even madness, but there are moments when, if anyone performs an act of kindness towards him or does him any the most trifling service, his whole countenance is lighted up, as it were, with a beam of benevolence and sweetness that I never saw equalled.",Frankenstein,0.0,0.2696244431497662,0.5992459143611192,0.13112964248911463,0,0,1,1,Wuthering Heights,0.5992459143611192,2.0,0.329621471211353
"While they examined me, Cathy came round; she heard the last speech, and laughed.",Wuthering Heights,0.0,0.39299305698806875,0.5412405494470607,0.06576639356487063,0,1,1,0,Wuthering Heights,0.5412405494470607,2.0,0.14824749245899194
said Heathcliff.,Wuthering Heights,0.26458147918464686,0.26663910349700753,0.4024400275243886,0.06633938979395695,1,1,1,0,Wuthering Heights,0.4024400275243886,3.0,0.1358009240273811
"A long while she lay, not moving, with open eyes, whose brilliance she almost fancied she could herself see in the darkness.",Anna Karenina,0.13004113096432215,0.6064881776069357,0.19823091121177625,0.06523978021696593,0,1,0,0,Anna Karenina,0.6064881776069357,1.0,0.40825726639515947
pleaded poor Alice.,The Adventures of Alice in Wonderland,0.4849343703021373,0.3232203002946906,0.1918453294031721,0.0,1,1,0,0,The Adventures of Alice in Wonderland,0.4849343703021373,2.0,0.1617140700074467
"We crossed the ice, therefore, and ascended the opposite rock.",Frankenstein,0.0,0.0,0.258478862618837,0.741521137381163,0,0,0,1,Frankenstein,0.741521137381163,1.0,0.483042274762326
"In Varenka she realized that one has but to forget oneself and love others, and one will be calm, happy, and noble.",Anna Karenina,0.0,0.8043434100835051,0.0,0.19565658991649496,0,1,0,0,Anna Karenina,0.8043434100835051,1.0,0.6086868201670101
And this mortified him and hurt his feelings.,Anna Karenina,0.0,0.8031823556463225,0.06500595651074181,0.13181168784293573,0,1,0,0,Anna Karenina,0.8031823556463225,1.0,0.6713706678033867
"The snipe had ceased flying; but Levin resolved to stay a little longer, till Venus, which he saw below a branch of birch, should be above it, and the stars of the Great Bear should be perfectly plain.",Anna Karenina,0.066104153684168,0.6085675972616275,0.19550631636661672,0.1298219326875878,0,1,0,0,Anna Karenina,0.6085675972616275,1.0,0.4130612808950107
"All that he said threw greatly into the shade Cornelius Agrippa, Albertus Magnus, and Paracelsus, the lords of my imagination; but by some fatality the overthrow of these men disinclined me to pursue my accustomed studies.",Frankenstein,0.0,0.06472573965006048,0.06482309811437796,0.8704511622355615,0,0,0,1,Frankenstein,0.8704511622355615,1.0,0.8056280641211836
"Well, say the few words, then, at once, and we ll gossip after dinner.",Anna Karenina,0.0,0.6781167397419937,0.3218832602580063,0.0,0,1,0,0,Anna Karenina,0.6781167397419937,1.0,0.3562334794839874
"I had a similar notion; and, remembering Mrs. Dean s anecdote of his first attempt at enlightening the darkness in which he had been reared, I observed, But, Mrs. Heathcliff, we have each had a commencement, and each stumbled and tottered on the threshold; had our teachers scorned instead of aiding us, we should stumble and totter yet.",Wuthering Heights,0.0,0.19404737540120245,0.48015036461165067,0.32580225998714685,0,0,1,1,Wuthering Heights,0.48015036461165067,2.0,0.15434810462450382
"With all the condescension of an elder brother he sometimes explained to him the true import of things, but he derived little satisfaction from arguing with him because he got the better of him too easily.",Anna Karenina,0.0,0.6714802564266115,0.26342457319716495,0.06509517037622359,0,1,0,0,Anna Karenina,0.6714802564266115,1.0,0.4080556832294465
"I led my young lady out: she was too glad of her escape to resist; the other followed, and Mr. Heathcliff had the room to himself till dinner.",Wuthering Heights,0.0,0.0,1.0,0.0,0,0,1,0,Wuthering Heights,1.0,1.0,1.0
"There he tore off the sleeve of Earnshaw s coat, and bound up the wound with brutal roughness; spitting and cursing during the operation as energetically as he had kicked before.",Wuthering Heights,0.0,0.5930576791674266,0.40694232083257337,0.0,0,1,1,0,Anna Karenina,0.5930576791674266,2.0,0.1861153583348532
asked Zillah.,Wuthering Heights,0.0,0.5957605536583319,0.40423944634166814,0.0,0,1,1,0,Anna Karenina,0.5957605536583319,2.0,0.19152110731666377
"But perhaps he can t help it, she said to herself; his eyes are so _very_ nearly at the top of his head.",The Adventures of Alice in Wonderland,0.07885425989452177,0.7901042712248479,0.13104146888063029,0.0,1,1,0,0,Anna Karenina,0.7901042712248479,2.0,0.6590628023442177
"Darya Alexandrovna looked with timid inquiry into his energetic face, which under the lime-trees was continually being lighted up in patches by the sunshine, and then passing into complete shadow again.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Why did you speak to him, Edgar?",Wuthering Heights,0.0,0.5192180889919155,0.48078191100808454,0.0,0,1,1,0,Anna Karenina,0.5192180889919155,2.0,0.03843617798383092
I cannot say why I felt so wildly wretched: it must have been temporary derangement; for there is scarcely cause.,Wuthering Heights,0.0,0.07009281904212693,0.2682027720668119,0.6617044088910612,0,0,1,1,Frankenstein,0.6617044088910612,2.0,0.39350163682424927
"Katavasov in a few words told him the last piece of news from the war, and going into his study, introduced Levin to a short, thick-set man of pleasant appearance.",Anna Karenina,0.0,0.9355850400888251,0.0,0.0644149599111748,0,1,0,0,Anna Karenina,0.9355850400888251,1.0,0.8711700801776503
"He laid them on the table, looked eagerly towards the window, then rose and went out.",Wuthering Heights,0.0,0.8670267676838272,0.1329732323161727,0.0,0,1,1,0,Anna Karenina,0.8670267676838272,2.0,0.7340535353676545
"Remember, I am not recording the vision of a madman.",Frankenstein,0.0,0.7339258353557058,0.26607416464429423,0.0,0,1,0,1,Anna Karenina,0.7339258353557058,2.0,0.46785167071141154
"Darya Alexandrovna had a great sense of relief when Annushka, whom she had known for years, walked in.",Anna Karenina,0.13077372311611965,0.8692262768838803,0.0,0.0,0,1,0,0,Anna Karenina,0.8692262768838803,1.0,0.7384525537677606
", holding her hand on the top of her head to feel which way it was growing, and she was quite surprised to find that she remained the same size: to be sure, this generally happens when one eats cake, but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen, that it seemed quite dull and stupid for life to go on in the common way.",The Adventures of Alice in Wonderland,0.28550116794473385,0.5853870921930073,0.1291117398622588,0.0,1,1,0,0,Anna Karenina,0.5853870921930073,2.0,0.2998859242482735
"I don t know if it be a peculiarity in me, but I am seldom otherwise than happy while watching in the chamber of death, should no frenzied or despairing mourner share the duty with me.",Wuthering Heights,0.0,0.5261992448051968,0.14826181636766267,0.3255389388271405,0,1,1,0,Anna Karenina,0.5261992448051968,2.0,0.20066030597805623
"Come on, then!",The Adventures of Alice in Wonderland,0.2048269974221262,0.6623116900365769,0.13286131254129693,0.0,1,1,0,0,Anna Karenina,0.6623116900365769,2.0,0.4574846926144507
"Oh, no, only a few details, princess.",Anna Karenina,0.0,0.8056334194063508,0.19436658059364922,0.0,0,1,0,0,Anna Karenina,0.8056334194063508,1.0,0.6112668388127016
"Of what materials was I made that I could thus resist so many shocks, which, like the turning of the wheel, continually renewed the torture?",Frankenstein,0.0,0.0,0.06648923187950558,0.9335107681204944,0,0,0,1,Frankenstein,0.9335107681204944,1.0,0.8670215362409888
"He took off the boy s cap and pushed back his thick flaxen curls, felt his slender arms and his small fingers; during which examination Linton ceased crying, and lifted his great blue eyes to inspect the inspector.",Wuthering Heights,0.06678439708732814,0.7327685046363333,0.13326710614046672,0.06717999213587186,0,1,1,0,Anna Karenina,0.7327685046363333,2.0,0.5995013984958666
"I see a repose that neither earth nor hell can break, and I feel an assurance of the endless and shadowless hereafter the Eternity they have entered where life is boundless in its duration, and love in its sympathy, and joy in its fulness.",Wuthering Heights,0.0,0.5181667739319584,0.09066255170909512,0.3911706743589465,0,1,1,1,Anna Karenina,0.5181667739319584,3.0,0.12699609957301194
"He had really started home, but he went back again, and now he s losing.",Anna Karenina,0.0,0.8027977363369488,0.13188823689625848,0.06531402676679271,0,1,0,0,Anna Karenina,0.8027977363369488,1.0,0.6709094994406903
And what was I?,Frankenstein,0.0,0.6530716227396594,0.07072640833570072,0.2762019689246399,0,1,0,1,Anna Karenina,0.6530716227396594,2.0,0.37686965381501947
"I exchanged my land-sledge for one fashioned for the inequalities of the Frozen Ocean, and purchasing a plentiful stock of provisions, I departed from land.",Frankenstein,0.0,0.0,0.332352540745302,0.6676474592546979,0,0,0,1,Frankenstein,0.6676474592546979,1.0,0.3352949185093959
"I used to have a very poor opinion of him too, but he, he s an awfully nice and wonderfully good-hearted man.",Anna Karenina,0.0,0.6729414269303936,0.3270585730696064,0.0,0,1,0,0,Anna Karenina,0.6729414269303936,1.0,0.3458828538607872
"However, having studied for an interval, with a fist on either knee, and a cloud of meditation over her ruddy countenance, she ejaculated Ah, times are greatly changed since then!",Wuthering Heights,0.0,0.6538523227383084,0.14500870463231477,0.2011389726293768,0,1,1,0,Anna Karenina,0.6538523227383084,2.0,0.4527133501089316
"he asked himself again, and could not find an answer.",Anna Karenina,0.0,0.8698455684770249,0.1301544315229751,0.0,0,1,0,0,Anna Karenina,0.8698455684770249,1.0,0.7396911369540498
"CHAPTER XXVI Summer was already past its prime, when Edgar reluctantly yielded his assent to their entreaties, and Catherine and I set out on our first ride to join her cousin.",Wuthering Heights,0.0,0.06610950851604357,0.4772188434844833,0.45667164799947313,0,0,1,1,Wuthering Heights,0.4772188434844833,2.0,0.02054719548501016
"There, Miss Cathy!",Wuthering Heights,0.0644401872336001,0.13377537894800326,0.8017844338183966,0.0,0,0,1,0,Wuthering Heights,0.8017844338183966,1.0,0.6680090548703933
I told you butter wouldn t suit the works!,The Adventures of Alice in Wonderland,0.28495315824469347,0.45406299761754615,0.2609838441377604,0.0,1,1,1,0,Anna Karenina,0.45406299761754615,3.0,0.16910983937285268
"In every cloud, in every tree filling the air at night, and caught by glimpses in every object by day I am surrounded with her image!",Wuthering Heights,0.06519325567703949,0.5227734316351771,0.2827184665529637,0.12931484613481972,0,1,1,0,Anna Karenina,0.5227734316351771,2.0,0.2400549650822134
"The last class of debts to shops, to hotels, to his tailor were such as need not be considered.",Anna Karenina,0.0,0.9359083694154627,0.06409163058453732,0.0,0,1,0,0,Anna Karenina,0.9359083694154627,1.0,0.8718167388309255
And have you any children?,Anna Karenina,0.0,0.8048507872470269,0.19514921275297312,0.0,0,1,0,0,Anna Karenina,0.8048507872470269,1.0,0.6097015744940537
His words had a strange effect upon me.,Frankenstein,0.0,0.326762299538668,0.1314231778099215,0.5418145226514105,0,0,0,1,Frankenstein,0.5418145226514105,1.0,0.21505222311274252
"He would not even have seen after their going to church on Sundays, only Joseph and the curate reprimanded his carelessness when they absented themselves; and that reminded him to order Heathcliff a flogging, and Catherine a fast from dinner or supper.",Wuthering Heights,0.0,0.2586295711422287,0.7413704288577713,0.0,0,0,1,0,Wuthering Heights,0.7413704288577713,1.0,0.4827408577155426
"Their pronunciation was quick, and the words they uttered, not having any apparent connection with visible objects, I was unable to discover any clue by which I could unravel the mystery of their reference.",Frankenstein,0.0,0.5220253275064974,0.2604047475148202,0.21756992497868238,0,1,0,1,Anna Karenina,0.5220253275064974,2.0,0.26162057999167726
Will you forget me?,Wuthering Heights,0.0,0.32717377222101596,0.542935654350248,0.129890573428736,0,0,1,0,Wuthering Heights,0.542935654350248,1.0,0.21576188212923209
Do you know what o clock it is?,Wuthering Heights,0.1325324458621605,0.6527180123823624,0.15005704214572452,0.06469249960975254,0,1,1,0,Anna Karenina,0.6527180123823624,2.0,0.5026609702366378
He sucked on like an innocent.,Wuthering Heights,0.0,0.45886452242476633,0.5411354775752336,0.0,0,1,1,0,Wuthering Heights,0.5411354775752336,2.0,0.08227095515046728
"shrieked Kitty, and shut his mouth with her hands.",Anna Karenina,0.12829287616689303,0.8075204475543362,0.06418667627877075,0.0,0,1,0,0,Anna Karenina,0.8075204475543362,1.0,0.6792275713874432
